label,split_file,embedding_file
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg002_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg002_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg003_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg003_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg003_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg003_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg003_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg003_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg003_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg003_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg003_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg003_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg004_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg004_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg004_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg004_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg004_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg004_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg004_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg004_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg004_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg004_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg005_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg005_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg005_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg005_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg005_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg005_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg005_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg005_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg005_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg005_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg006_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg006_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg006_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg006_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg006_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg006_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg006_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg006_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg006_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg006_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg007_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg007_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg007_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg007_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg007_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg007_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg007_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg007_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg007_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg007_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg008_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg008_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg008_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg008_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg008_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg008_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg008_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg008_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg008_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg008_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg009_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg009_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg009_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg009_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg009_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg009_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg009_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg009_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg009_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg009_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg010_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg010_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg010_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg010_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg010_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg010_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg010_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg010_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg010_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg010_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg011_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg011_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg011_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg011_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg011_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg011_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg011_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg011_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg011_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg011_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg012_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg012_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg012_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg012_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg012_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg012_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg012_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg012_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg012_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg012_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg013_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg013_gain_0_7.npy
